fid,Title,Path,PHOTO_ID,POI_ID,ACTION,MR_PHOTOID,POI_NAME,CATEGORY,SUB_CAT,LANDLINE,MOBILE,MOBILE_1,TOLL_FREE,POI_EMAIL,WEBSITE,SERVICE_TY,IS_EXIST,RE-OPEN DA,DAYS_OF_WO,PARENT_CHI,PARENT_ID,POINT_ADDR,STREET_ROA,SECON_SREE,LOCALITY,SUB_LOCALI,LANDMARK,CITY,POSTCODE,BUILD_LATE,BUILD_LONE,1ST_OPEN,1ST_CLOSE,2ND_OPEN,2ND_CLOSE,FRAME_1,FRAME_2,FRAME_3,REMARKS,COLLECT_ON,COLLECT_DT,PRO_RESOUR,PROD_DATE,TYPE_COLL,A_CATEGORY,A_SUB_CAT,QC_RESOURC,QIL_DMK,FISH_EYE,TRANSLATION_POI,DISPLAY_POI,BRAND_POI,FLOOR_INFO,DISPLAY_LATLON
10746,DCIM\111GOPRO\G0196627.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236430.JPG,IDN_00000236430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10747,DCIM\111GOPRO\G0196628.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236431.JPG,IDN_00000236431,,,,BINTANG COPY,OFFICE SUPPLIES,XEROX AND STATIONERY,2127872827,81886477622,,,bringcopy70@gmail.com,www.bintangcopyprint.com,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.298789374,106.8263431,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29879673, 106.82638066"
10748,DCIM\111GOPRO\G0196629.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236432.JPG,IDN_00000236432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10749,DCIM\111GOPRO\G0196630.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236433.JPG,IDN_00000236433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10750,DCIM\111GOPRO\G0196631.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236434.JPG,IDN_00000236434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10751,DCIM\111GOPRO\G0196632.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236435.JPG,IDN_00000236435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10752,DCIM\111GOPRO\G0196633.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236436.JPG,IDN_00000236436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10753,DCIM\111GOPRO\G0196634.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236437.JPG,IDN_00000236437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10754,DCIM\111GOPRO\G0196635.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236438.JPG,IDN_00000236438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10755,DCIM\111GOPRO\G0196636.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236439.JPG,IDN_00000236439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10756,DCIM\111GOPRO\G0196637.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236440.JPG,IDN_00000236440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10757,DCIM\111GOPRO\G0196638.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236441.JPG,IDN_00000236441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10758,DCIM\111GOPRO\G0196639.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236442.JPG,IDN_00000236442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10759,DCIM\111GOPRO\G0196640.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236443.JPG,IDN_00000236443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10760,DCIM\111GOPRO\G0196641.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236444.JPG,IDN_00000236444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10761,DCIM\111GOPRO\G0196642.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236445.JPG,IDN_00000236445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10762,DCIM\111GOPRO\G0196643.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236446.JPG,IDN_00000236446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10763,DCIM\111GOPRO\G0196644.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236447.JPG,IDN_00000236447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10764,DCIM\111GOPRO\G0196645.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236448.JPG,IDN_00000236448,,,,BUS STOP-SDN RAGUNAN 14,PUBLIC STOP,BUS STOP,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.298253271,106.8263653,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,
10765,DCIM\111GOPRO\G0196646.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236449.JPG,IDN_00000236449,,,,IMAM CASE AND BOX,SPECIALTY/BRANDED STORE,OTHER,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.298187602,106.826379,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29819157, 106.82643135"
10766,DCIM\111GOPRO\G0196647.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236450.JPG,IDN_00000236450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10767,DCIM\111GOPRO\G0196648.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236451.JPG,IDN_00000236451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10768,DCIM\111GOPRO\G0196649.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236452.JPG,IDN_00000236452,,,,DOSBROSVAPOR,SPECIALTY/BRANDED STORE,Tobacco shop,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.298089666,106.826412,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29809084, 106.82643556"
10769,DCIM\111GOPRO\G0196650.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236453.JPG,IDN_00000236453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10770,DCIM\111GOPRO\G0196651.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236454.JPG,IDN_00000236454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10771,DCIM\111GOPRO\G0196652.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236455.JPG,IDN_00000236455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10772,DCIM\111GOPRO\G0196653.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236456.JPG,IDN_00000236456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10773,DCIM\111GOPRO\G0196654.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236457.JPG,IDN_00000236457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10774,DCIM\111GOPRO\G0196655.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236458.JPG,IDN_00000236458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10775,DCIM\111GOPRO\G0196656.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236459.JPG,IDN_00000236459,,,,WARUNG SATE CAK AGUS,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,87781193494,83899782990,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.29785926,106.8263266,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29784567, 106.82636415"
10776,DCIM\111GOPRO\G0196657.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236460.JPG,IDN_00000236460,,,,WARKOP GAUL & JUS GPL,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,8982333483,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.297813972,106.8263157,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29780208, 106.82635617"
10777,DCIM\111GOPRO\G0196658.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236461.JPG,IDN_00000236461,,,,FROZEN FRESH FOOD,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,81391797287,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.297780571,106.8263055,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29777774, 106.82631816"
10778,DCIM\111GOPRO\G0196659.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236462.JPG,IDN_00000236462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10779,DCIM\111GOPRO\G0196660.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236463.JPG,IDN_00000236463,,,,TOKO SEMBAKO RIADY CILACAP,SPECIALTY/BRANDED STORE,OTHER,,,,,,,,OPEN,,,PARENT,,NO. 7,JL. KEBAGUSAN RAYA ,,,,,JAKARTA,,-6.297741934,106.8262964,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29773981, 106.82631104"
10780,DCIM\111GOPRO\G0196661.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236464.JPG,IDN_00000236464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10781,DCIM\111GOPRO\G0196662.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236465.JPG,IDN_00000236465,,,,RUMAH MAKAN PANCORAN MAS ,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,81294144705,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.297670746,106.8262692,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29766310, 106.82629765"
10782,DCIM\111GOPRO\G0196663.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236466.JPG,IDN_00000236466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10783,DCIM\111GOPRO\G0196664.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236467.JPG,IDN_00000236467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10784,DCIM\111GOPRO\G0196665.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236468.JPG,IDN_00000236468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10785,DCIM\111GOPRO\G0196666.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236469.JPG,IDN_00000236469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10786,DCIM\111GOPRO\G0196667.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236470.JPG,IDN_00000236470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10787,DCIM\111GOPRO\G0196668.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236471.JPG,IDN_00000236471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10788,DCIM\111GOPRO\G0196669.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236472.JPG,IDN_00000236472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10789,DCIM\111GOPRO\G0196670.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236473.JPG,IDN_00000236473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10790,DCIM\111GOPRO\G0196671.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236474.JPG,IDN_00000236474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10791,DCIM\111GOPRO\G0196672.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236475.JPG,IDN_00000236475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10792,DCIM\111GOPRO\G0196673.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236476.JPG,IDN_00000236476,,,,UD. SAMPURNA JAYA ,HARDWARE STORES,BUILDING MATERIALS,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.297380899,106.8262498,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29738033, 106.82627174"
10793,DCIM\111GOPRO\G0196674.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236477.JPG,IDN_00000236477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10794,DCIM\111GOPRO\G0196675.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236478.JPG,IDN_00000236478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10795,DCIM\111GOPRO\G0196676.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236479.JPG,IDN_00000236479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10796,DCIM\111GOPRO\G0196677.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236480.JPG,IDN_00000236480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10797,DCIM\111GOPRO\G0196678.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236481.JPG,IDN_00000236481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10798,DCIM\111GOPRO\G0196679.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236482.JPG,IDN_00000236482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10799,DCIM\111GOPRO\G0196680.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236483.JPG,IDN_00000236483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10800,DCIM\111GOPRO\G0196681.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236484.JPG,IDN_00000236484,,,,AYAM BAKAR FAMILY,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.297187007,106.8263871,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29718927, 106.82640729"
10801,DCIM\111GOPRO\G0196682.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236485.JPG,IDN_00000236485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10802,DCIM\111GOPRO\G0196683.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236486.JPG,IDN_00000236486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10803,DCIM\111GOPRO\G0196684.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236487.JPG,IDN_00000236487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10804,DCIM\111GOPRO\G0196685.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236488.JPG,IDN_00000236488,,,,SOUP AYAM MUTIARA,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.297073219,106.8264104,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29715644, 106.82647478"
10805,DCIM\111GOPRO\G0196686.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236489.JPG,IDN_00000236489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10806,DCIM\111GOPRO\G0196687.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236490.JPG,IDN_00000236490,,,,BAKMI MUTIARA. JM,SPECIALTY/BRANDED STORE,FOOD/BEVERAGE,,8.87876E+11,,,,,,OPEN,,,PARENT,,,,,,,,JAKARTA,,-6.297022269,106.8264742,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,NO,,YES,,GROUND FLOOR,"-6.29705737, 106.82648959"
10807,DCIM\111GOPRO\G0196688.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236491.JPG,IDN_00000236491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10808,DCIM\111GOPRO\G0196689.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236492.JPG,IDN_00000236492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10809,DCIM\111GOPRO\G0196690.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236493.JPG,IDN_00000236493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10810,DCIM\111GOPRO\G0196691.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236494.JPG,IDN_00000236494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10811,DCIM\111GOPRO\G0196692.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236495.JPG,IDN_00000236495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10812,DCIM\111GOPRO\G0196693.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236496.JPG,IDN_00000236496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10813,DCIM\111GOPRO\G0196694.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236497.JPG,IDN_00000236497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10814,DCIM\111GOPRO\G0196695.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236498.JPG,IDN_00000236498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10815,DCIM\111GOPRO\G0196696.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236499.JPG,IDN_00000236499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10816,DCIM\111GOPRO\G0196697.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236500.JPG,IDN_00000236500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10817,DCIM\111GOPRO\G0196698.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236501.JPG,IDN_00000236501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
10818,DCIM\111GOPRO\G0196699.JPG,//10.10.2.18/Bindu_Production/Indonesia/Farhan/25.03.2024/RIGHT\111GOPRO\IDN_00000236502.JPG,IDN_00000236502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-03-2024,DT-01736,DEEPAK,20-04-2024,,,,,,,,,,,
